id,name_in_english,name_in_spanish,countries,country_code,degree_of_endangerment,number_of_speakers,latitude,longitude
2243,Mo'ang (Viet Nam),moang (Vietnam),Viet Nam,VNM,Definitely endangered,5000.0,22.7833,105.3666
1349,Molise Croatian,croata molise,Italy,ITA,Severely endangered,5000.0,41.8787,14.7065
2454,Moroccan Judeo-Arabic (Morocco),judeo-árabe marroquí (Marruecos),Morocco,MAR,Severely endangered,5000.0,34.0435,-5.0097
2436,Namuyi,namuyi,China,CHN,Vulnerable,5000.0,28.0727,101.9565
2313,Padoe,padoe,Indonesia,IDN,Vulnerable,5000.0,-2.6467,121.2615
307,Patamona (Guyana),patamona (Guyana),Guyana,GUY,Vulnerable,5000.0,4.5873,-59.8095
1193,Pu,pur,India,IND,Critically endangered,5000.0,8.2549,93.1022
310,Pume,yaruro,Venezuela (Bolivarian Republic of),VEN,Definitely endangered,5000.0,6.7518,-68.247
1103,Singpho,yingpho,India,IND,Definitely endangered,5000.0,27.5569,96.7456
1216,Turi,turi,India,IND,Definitely endangered,5000.0,21.8411,87.2973
1063,Udi (Azerbaijan),udi (Azerbaiyán),Azerbaijan,AZE,Severely endangered,5000.0,41.0689,47.4609
1979,Yecuana (Venezuela),ye'cuana (Venezuela),Venezuela (Bolivarian Republic of),VEN,Vulnerable,5000.0,4.8501,-64.5117
1125,Jirel,jirel,Nepal,NPL,Definitely endangered,4919.0,27.6419,86.2123
468,Dolgan,dolgán,Russian Federation,RUS,Definitely endangered,4865.0,71.3851,97.3388
2057,Romani (Colombia),Romaní (Colombia),Colombia,COL,Vulnerable,4858.0,,
1160,Tsum,tsum,Nepal,NPL,Definitely endangered,4786.0,28.4723,85.008
993,Northern Tlapanec,tlapaneco septentrional,Mexico,MEX,Vulnerable,4771.0,17.4203,-98.7814
2028,Taroko,taroko,China,CHN,Vulnerable,4750.0,24.0916,121.5218
151,Kivallirmiutut,kivallirmiutut,Canada,CAN,Vulnerable,4675.0,61.0982,-94.1201
1283,Puebla Mazatec,mazateco de Puebla,Mexico,MEX,Vulnerable,4660.0,18.476,-96.8351
954,Zapotec of Petapa,zapoteco de Petapa,Mexico,MEX,Definitely endangered,4613.0,16.8333,-95.1166
1086,Dungmali,dungmali,Nepal,NPL,Definitely endangered,4609.0,27.1874,87.1902
1427,Saryg Yugur,yugur sarig,China,CHN,Severely endangered,4600.0,39.2747,98.8439
2373,Qikiqtaaluk uannangani,qikiqtaaluk uannangani,Canada,CAN,Vulnerable,4550.0,69.3878,-81.615
1689,Afitti,afitti,Sudan,SDN,Severely endangered,4512.0,12.4419,30.7534
748,Nomatsiguenga,nomatsiguenga,Peru,PER,Severely endangered,4500.0,-11.3292,-74.3664
308,Piapoko,piapoko,"Colombia, Venezuela (Bolivarian Republic of)","COL, VEN",Definitely endangered,4500.0,4.0396,-68.0712
713,Tokelauan,tokelauano,Tokelau,TKL,Severely endangered,4500.0,-9.1699,-171.8206
2326,Wotu,wotu,Indonesia,IDN,Vulnerable,4500.0,-2.6303,120.888
1111,Wambule,wambule,Nepal,NPL,Vulnerable,4471.0,27.1746,86.4363
688,Southern East Cree,clisteno suroriental,Canada,CAN,Vulnerable,4455.0,50.587,-73.6365
1673,Arbore,arbore,Ethiopia,ETH,Definitely endangered,4441.0,5.069,36.892
58,Ebang,heibano,Sudan,SDN,Severely endangered,4412.0,11.313,30.5886
1327,Tafi,tafi,Ghana,GHA,Vulnerable,4400.0,6.73,0.4421
1101,Puma,puma,Nepal,NPL,Severely endangered,4310.0,26.9692,86.9004
1742,Gyele,guiele,"Cameroon, Equatorial Guinea","CMR, GNQ",Definitely endangered,4280.0,2.2241,9.8986
1744,Bwisi,talinga-bwisi,"Congo, Gabon","COG, GAB",Definitely endangered,4248.0,-3.5572,11.4477
267,Eastern Montagnais,montañés oriental,Canada,CAN,Vulnerable,4180.0,50.2136,-66.193
1545,Atikamekw,atikamek,Canada,CAN,Vulnerable,4155.0,47.2104,-74.3827
906,Western Zoque,zoqué occidental,Mexico,MEX,Vulnerable,4100.0,16.9063,-91.7333
878,Acoma-Laguna,queresano occidental,United States of America,USA,Definitely endangered,4000.0,34.8964,-107.5816
1097,Aka,aka,"India, Sudan","IND, SDN",Definitely endangered,4000.0,27.1666,92.6312
1313,Baga Manduri,baga maduri,Guinea,GIN,Definitely endangered,4000.0,10.0986,-14.0405
13,Baga Sitemu,baga sitemu,Guinea,GIN,Severely endangered,4000.0,10.1094,-14.1586
1044,Botlikh,botlij,Russian Federation,RUS,Definitely endangered,4000.0,42.6602,46.2222
1181,Bunan,bunán,India,IND,Definitely endangered,4000.0,32.7503,76.2451
749,Cashinahua (Peru),cashinahua (Perú),Peru,PER,Definitely endangered,4000.0,-10.3581,-71.5869
581,Cha'palaa,cayapa,Ecuador,ECU,Definitely endangered,4000.0,0.9386,-79.0055
459,Evenki (Manchuria),evenki (Manchuria),China,CHN,Severely endangered,4000.0,50.34,123.43
523,Gazhuo,kaduo,China,CHN,Definitely endangered,4000.0,24.0959,102.5463
1047,Godoberi,godoberí,Russian Federation,RUS,Definitely endangered,4000.0,42.643,46.1027
670,"Kari'ña (Guyana, Suriname)","galibi (Guyana, Surinam)","Guyana, Suriname","GUY, SUR",Severely endangered,4000.0,6.8828,-60.2929
2174,Lishan Didan (Israel),lishanán (Israel),Israel,ISR,Severely endangered,4000.0,32.0383,34.7827
2233,Maleng,pakatan,Lao People's Democratic Republic,LAO,Definitely endangered,4000.0,18.0166,105.0
2312,Napu,napu,Indonesia,IDN,Vulnerable,4000.0,-1.2882,120.2536
2316,Rahambuu,rahambuu,Indonesia,IDN,Vulnerable,4000.0,-3.1898,121.0858
1127,Shingsaba,lhomi,"China, Nepal","CHN, NPL",Vulnerable,4000.0,27.7163,87.4731
1431,Sinkiang Dagur,daguro de Xinjiang,China,CHN,Definitely endangered,4000.0,46.7737,83.0017
1441,Taa,engamaní,Botswana,BWA,Definitely endangered,4000.0,-24.1367,20.1049
54,Tennet,tenet,Sudan,SDN,Vulnerable,4000.0,4.8611,33.2226
1920,Wapishana (Brazil),wapishana (Brasil),Brazil,BRA,Definitely endangered,4000.0,2.8113,-61.2377
1908,Yagua,yagua,Peru,PER,Definitely endangered,4000.0,-3.3598,-72.3779
1932,Yanomám,yanomámi,Brazil,BRA,Vulnerable,4000.0,3.3818,-63.8085
1981,Yanomami (Venezuela),yanomamö (Venezuela),Venezuela (Bolivarian Republic of),VEN,Vulnerable,4000.0,2.5918,-64.7314
2404,Younuo Bunu,bunú yunuo,China,CHN,Definitely endangered,4000.0,25.1463,106.5405
717,Zenaga (Mauritania),zenaga  (Mauritania),Mauritania,MRT,Severely endangered,4000.0,17.3086,-13.0078
1551,Baghati,baghati,India,IND,Critically endangered,3976.0,31.194,77.0471
1552,Bharmauri,gaddi,India,IND,Definitely endangered,3976.0,32.4912,76.8383
1832,Uspantek,uspanteco,Guatemala,GTM,Vulnerable,3971.0,15.3475,-90.8684
2196,Khang Quang Lam,jang,Viet Nam,VNM,Severely endangered,3921.0,22.0333,102.6666
1323,Konni,konni,Ghana,GHA,Vulnerable,3800.0,10.3311,-1.6973
1727,Tocho,tocho,Sudan,SDN,Severely endangered,3800.0,10.8764,30.1135
976,Mixtec of the Puebla-Oaxaca border,Mixteco de la frontera Puebla-Oaxaca,Mexico,MEX,Definitely endangered,3791.0,18.1333,-97.6833
1158,Nupri,nubrí,Nepal,NPL,Definitely endangered,3776.0,28.6384,84.6079
1926,Ayoreo,ayoreo,Bolivia (Plurinational State of),BOL,Definitely endangered,3700.0,-18.719,-59.6228
543,Moyon,moyon,India,IND,Definitely endangered,3700.0,24.4171,94.378
2415,Utsat,utsat,China,CHN,Definitely endangered,3700.0,18.2727,109.3871
85,Nayi,nayí,Ethiopia,ETH,Vulnerable,3656.0,7.2698,36.1724
2690,Mussau-Emira,emira,Papua New Guinea,PNG,Definitely endangered,3651.0,-1.4774,149.6392
1737,Narim,longarim,Sudan,SDN,Definitely endangered,3623.0,4.9048,34.2224
1834,Garífuna (Guatemala),garífuna (Guatemala),Guatemala,GTM,Vulnerable,3564.0,15.8268,-88.7506
1099,Nachiring,nacherín,Nepal,NPL,Severely endangered,3553.0,27.4144,86.7521
1269,Eastern Popoloc,popoloca oriental,Mexico,MEX,Vulnerable,3544.0,18.3322,-97.3471
1716,Nding,nding,Sudan,SDN,Critically endangered,3513.0,10.4121,30.6024
2218,Anung (Myanmar),anung (Myanmar),Myanmar,MMR,Severely endangered,3500.0,27.2,98.6333
578,Camsá,camsá,Colombia,COL,Definitely endangered,3500.0,0.8788,-76.7724
883,Crow,absáraca,United States of America,USA,Definitely endangered,3500.0,45.5963,-107.4613
554,Sak (Myanmar),sak (Myanmar),Myanmar,MMR,Vulnerable,3500.0,21.2333,93.0761
1720,Shwai,chirumba,Sudan,SDN,Critically endangered,3500.0,11.3184,30.4156
2576,Wano,wano,Indonesia,IDN,Definitely endangered,3500.0,-3.5463,137.9058
2365,Northwestern Ojibwe,oyibua noroccidental,Canada,CAN,Vulnerable,3465.0,52.0016,-95.4274
1393,Bakpinka,bakpinka,Nigeria,NGA,Critically endangered,3416.0,5.3644,8.2397
1736,Morokodo,morocodo,Sudan,SDN,Severely endangered,3400.0,6.0313,29.7949
1271,Eloxochitlán Mazatec,mazateco de Eloxochitlán,Mexico,MEX,Vulnerable,3384.0,18.1754,-96.8765
1311,Menik,budik,Senegal,SEN,Definitely endangered,3375.0,12.7528,-12.2717
1899,Teribe (Panama),naso (Panamá),Panama,PAN,Definitely endangered,3305.0,9.4472,-82.5166
1725,Tima,tima,Sudan,SDN,Severely endangered,3305.0,11.7033,29.1934
1679,Mursi,mursi,Ethiopia,ETH,Vulnerable,3278.0,5.5831,36.5075
2315,Pendau,pendau,Indonesia,IDN,Vulnerable,3200.0,0.1922,120.0091
1285,Ayautla Mazatec,mazateco de Ayautla,Mexico,MEX,Vulnerable,3192.0,18.019,-96.7441
1752,Yucatec,yucateco,Belize,BLZ,Definitely endangered,3155.0,17.0922,-89.1221
908,Sayultec,sayulteco,Mexico,MEX,Definitely endangered,3150.0,17.8816,-94.9597
991,Eastern Tlapanec,tlapaneco oriental,Mexico,MEX,Vulnerable,3088.0,17.8135,-98.604
1052,Juhur (Caucasus),judeo-tatí (Cáucaso),"Azerbaijan, Russian Federation","AZE, RUS",Definitely endangered,3016.0,42.0044,48.2409
5,Awjila,auyila,Libyan Arab Jamahiriya,LBY,Severely endangered,3000.0,26.6278,24.5214
2274,Baleasang,balaesano,Indonesia,IDN,Definitely endangered,3000.0,-0.0494,119.685
1743,Benga,benga,"Gabon, Equatorial Guinea","GAB, GNQ",Definitely endangered,3000.0,0.9997,9.8657
2276,Besoa,bada,Indonesia,IDN,Vulnerable,3000.0,-1.7163,120.4211
99,Boni,boni,Kenya,KEN,Definitely endangered,3000.0,-0.8294,40.8142
1664,Bonjo,bonjo,Congo,COG,Severely endangered,3000.0,1.7712,17.9598
2484,Brokshat,broskatí,India,IND,Definitely endangered,3000.0,34.6478,76.4978
1045,Budukh,buduj,Azerbaijan,AZE,Severely endangered,3000.0,41.1207,48.3233
76,Dahaalik,dahaalik,Eritrea,ERI,Critically endangered,3000.0,15.6917,40.0671
686,East Greenlandic,groenlandés oriental,Greenland (Kingdom of Denmark),GRL,Definitely endangered,3000.0,65.6061,-37.6858
676,Eastern Khanty,jantí oriental,Russian Federation,RUS,Definitely endangered,3000.0,61.2491,74.5092
25,Fyem,fyam,Nigeria,NGA,Severely endangered,3000.0,9.6332,8.8632
1209,Geta?,geta,India,IND,Severely endangered,3000.0,18.2293,82.727
1382,Gura,gura,Nigeria,NGA,Severely endangered,3000.0,10.075,6.8499
1950,Harsusi,harsusi,Oman,OMN,Definitely endangered,3000.0,19.9372,56.2637
77,Hozo,hozo-seco,Ethiopia,ETH,Definitely endangered,3000.0,9.3352,34.53
874,Jemez,towa,United States of America,USA,Vulnerable,3000.0,35.6151,-106.7242
1322,Kamara,kamara,Ghana,GHA,Definitely endangered,3000.0,9.0858,-2.2576
2338,Kapingamarangi,kapingamarangi,Micronesia (Federated States of),FSM,Severely endangered,3000.0,1.0828,154.8081
2680,Koitabu,coita,Papua New Guinea,PNG,Vulnerable,3000.0,-9.346,147.1179
1408,Kuk,kuk,Cameroon,CMR,Definitely endangered,3000.0,6.4326,10.2365
533,Lai,palyu,China,CHN,Definitely endangered,3000.0,24.4871,105.216
1153,Limirong Tibetan,limirong,Nepal,NPL,Definitely endangered,3000.0,29.9164,81.7617
2175,Lishanid Noshan (Israel),lisánido nosán (Israel),Israel,ISR,Severely endangered,3000.0,31.7188,34.7772
385,Lude,ludio,Russian Federation,RUS,Severely endangered,3000.0,61.5867,33.6813
1907,"Mbya Guarani (Argentina, Uruguay)","guaraní mbyá (Argentina, Uruguay)","Argentina, Uruguay","ARG, URY",Severely endangered,3000.0,-29.6116,-57.4804
1242,"Mohawk (Akwesasne, St. Regis)","mohaqués (Akwesasne, St Regis)",United States of America,USA,Definitely endangered,3000.0,45.0033,-74.6497
489,Nanay,nanái,"China, Russian Federation","CHN, RUS",Severely endangered,3000.0,49.3537,136.5243
2620,Palu'e,palu'e,Indonesia,IDN,Definitely endangered,3000.0,-8.3242,121.7106
1967,Panare,panare,Venezuela (Bolivarian Republic of),VEN,Vulnerable,3000.0,6.5445,-66.4233
646,Pilagá,pilagá,Argentina,ARG,Vulnerable,3000.0,-25.4035,-58.6669
2083,Pitjantjatjara,pichanchachara,Australia,AUS,Vulnerable,3000.0,-26.0719,129.9517
1312,Pukur,baga de Binari,Guinea,GIN,Definitely endangered,3000.0,10.4013,-14.4799
2626,Rotuman,rotumano,Fiji,FJI,Vulnerable,3000.0,-12.5063,177.0776
1837,Savi,saví,"Pakistan, Afghanistan","PAK, AFG",Definitely endangered,3000.0,35.2085,71.845
1096,Sherdukpen,sherdukpen,India,IND,Vulnerable,3000.0,27.1935,92.351
1428,Shira Yugur,yugur sira,China,CHN,Severely endangered,3000.0,39.1002,99.2065
1201,Takahanyilang,takahanyilang,India,IND,Critically endangered,3000.0,6.85,93.8726
2209,U,u,China,CHN,Definitely endangered,3000.0,23.4844,99.8404
2349,Ulithian,ulitiano,Micronesia (Federated States of),FSM,Severely endangered,3000.0,10.0229,139.6801
2587,Waima'a,vaimaa,Timor-Leste,TLS,Definitely endangered,3000.0,-8.4995,126.3372
242,Warlpiri,valpiri,Australia,AUS,Vulnerable,3000.0,-20.8177,131.6601
326,Yukpa,yukpa,Venezuela (Bolivarian Republic of),VEN,Vulnerable,3000.0,9.7956,-72.9382
2394,Western Montagnais,montañés occidental,Canada,CAN,Vulnerable,2980.0,48.9635,-68.5729
1699,Waiwai (Brazil),waiwai (Brasil),Brazil,BRA,Vulnerable,2916.0,-0.7909,-58.2714
1340,Jersey French,francés de Jersey,United Kingdom of Great Britain and Northern Ireland,GBR,Severely endangered,2874.0,49.2211,-2.1368
963,Bahing,bahing,Nepal,NPL,Definitely endangered,2765.0,27.3126,86.5571
2384,Stoney,estoni,Canada,CAN,Vulnerable,2765.0,51.161,-114.8533
1483,Southwestern Tepehuan,tepehuano suroccidental,Mexico,MEX,Vulnerable,2756.0,22.8349,-105.7276
487,Northern Mansi,mansí septentrional,Russian Federation,RUS,Severely endangered,2746.0,62.6539,63.1494
517,Bisu,bisú,"Myanmar, Thailand","MMR, THA",Definitely endangered,2740.0,19.715,99.6789
663,Wari,tubarão/ huarí,Brazil,BRA,Definitely endangered,2721.0,-11.7275,-65.0061
2407,Pakan,bugán,China,CHN,Definitely endangered,2700.0,23.7447,105.2235
2026,Yami,yami,China,CHN,Vulnerable,2700.0,22.0512,121.5403
69,Ko,ko,Sudan,SDN,Critically endangered,2683.0,10.6714,30.8386
667,Yuracaré,yuracaré,Bolivia (Plurinational State of),BOL,Definitely endangered,2675.0,-16.6888,-65.4345
511,Aimol,aimol,India,IND,Critically endangered,2643.0,24.4971,93.6145
1089,Kohi,koi,Nepal,NPL,Vulnerable,2641.0,27.3607,86.8661
957,Chatino of the western lowlands,chatino de la zona baja occidental,Mexico,MEX,Definitely endangered,2640.0,16.3049,-97.5466
127,Bolo,bolo,Angola,ANG,Definitely endangered,2627.0,-10.5526,14.9633
1714,Logol,logol,Sudan,SDN,Severely endangered,2600.0,10.8521,30.6463
559,Sila,sila,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",Definitely endangered,2600.0,22.3094,102.041
922,Pisaflores Tepehua,tepehuano de Pisa Flores,Mexico,MEX,Vulnerable,2578.0,20.6883,-98.0125
1870,Xerente,xerénte,Brazil,BRA,Severely endangered,2569.0,-9.3356,-48.2227
1903,Bribri (Panama),talamanca (Panamá),Panama,PAN,Severely endangered,2521.0,9.4813,-82.6174
566,Achuar,achuar chicham,"Ecuador, Peru","ECU, PER",Definitely endangered,2500.0,-2.8991,-77.4316
1691,Bai,bai,Sudan,SDN,Definitely endangered,2500.0,8.0592,25.5102
1477,Banka,banka,Mali,MLI,Definitely endangered,2500.0,11.4261,-5.6744
744,Culina (Peru),culina (Perú),Peru,PER,Definitely endangered,2500.0,-9.6224,-70.7958
1636,Gadang,gadango,Chad,TCD,Definitely endangered,2500.0,10.3473,17.2485
1054,Khinalug,jinalug,Azerbaijan,AZE,Severely endangered,2500.0,41.1579,48.0706
538,Laomian (China),laomian (China),China,CHN,Definitely endangered,2500.0,23.7645,100.0195
2223,Laomian (Myanmar),laomian (Myanmar),Myanmar,MMR,Definitely endangered,2500.0,22.6833,99.25
1256,Lhokpu,lokpu,Bhutan,BTN,Definitely endangered,2500.0,26.9514,89.2968
2070,Martuwangka,martu wangka,Australia,AUS,Vulnerable,2500.0,-24.1975,122.9589
745,Mayoruna (Peru),matsés (Perú),Peru,PER,Vulnerable,2500.0,-5.5285,-73.4765
2345,Pingelapese,pingilapés,Micronesia (Federated States of),FSM,Severely endangered,2500.0,6.2279,160.7107
711,Rapanui,rapanui,Chile,CHL,Severely endangered,2500.0,-27.108,-109.3579
1207,Remo,remo,India,IND,Severely endangered,2500.0,19.1659,82.6391
1436,Roshorvi,oroshori,Tajikistan,TJK,Severely endangered,2500.0,38.1086,72.1719
1440,Sanglechi,sanglechí,"Tajikistan, Afghanistan","TJK, AFG",Severely endangered,2500.0,36.6585,71.4784
2293,Semelai,semelái,Malaysia,MYS,Severely endangered,2500.0,3.1761,102.4818
2287,Urak Lawoi (Malaysia),urak lawoi (Malasia),Malaysia,MYS,Definitely endangered,2500.0,6.4194,99.7869
1009,Urak Lawoi (Thailand),urak lawoi (Tailandia),Thailand,THA,Definitely endangered,2500.0,7.7756,98.3306
1641,Zirenkel,zirenkel,Chad,TCD,Definitely endangered,2500.0,12.136,18.4735
50,Vumbu,vumbu,Gabon,GAB,Definitely endangered,2460.0,-1.8783,10.816
1823,Mopán (Guatemala),mopán (Guatemala),Guatemala,GTM,Severely endangered,2455.0,16.5144,-89.4167
299,Cuiba,cuiba,"Colombia, Venezuela (Bolivarian Republic of)","COL, VEN",Severely endangered,2445.0,6.4463,-69.9389
1172,Raji,raji,Nepal,NPL,Severely endangered,2413.0,27.9721,82.3135
818,Highland Chontal,chontal de la sierra,Mexico,MEX,Severely endangered,2410.0,16.2832,-95.857
1749,Yasa,yasa,"Cameroon, Equatorial Guinea","CMR, GNQ",Definitely endangered,2401.0,2.3284,9.8464
2657,Bumbita Arapesh,arapeso bumbita,Papua New Guinea,PNG,Vulnerable,2353.0,-3.6449,142.8002
2194,Mang (China),mang (China),China,CHN,Definitely endangered,2300.0,22.8293,103.1039
541,Mang (Viet Nam),mang  (Vietnam),Viet Nam,VNM,Definitely endangered,2300.0,22.35,102.9666
923,Tlachichilco Tepehua,tepehuano de Tlachichilco,Mexico,MEX,Definitely endangered,2234.0,20.6205,-98.1991
1244,Blackfoot (Canada),pies negros (Canadá),Canada,CAN,Definitely endangered,2200.0,49.3535,-113.2884
1640,Jaya,yaya,Chad,TCD,Severely endangered,2200.0,12.187,18.1645
1758,Karipuna do Amapá,karipuna del Amapá,Brazil,BRA,Vulnerable,2200.0,3.3379,-51.6796
1650,Kulfa,kulfa,Chad,TCD,Definitely endangered,2200.0,9.9742,19.1848
2066,Krahô,krahó,Brazil,BRA,Vulnerable,2184.0,-8.4071,-47.2851
2285,Kristang,papia kristang,Malaysia,MYS,Severely endangered,2150.0,2.1935,102.256
732,Yine,piro,Peru,PER,Definitely endangered,2150.0,-11.4584,-73.0261
762,North Alaskan Inupiaq (Kotzebue Sound),inuí alaskiano septentrional (estrecho de Kotzebue),United States of America,USA,Severely endangered,2144.0,66.8972,-162.5855
1372,North Alaskan Inupiaq (North Slope),inuí alaskiano septentrional (zona ártica septentrional),United States of America,USA,Severely endangered,2144.0,71.2725,-156.7749
1373,Seward Peninsula Inupiaq (King Island),inuit de la Península Seward (i. del Rey),United States of America,USA,Critically endangered,2144.0,64.9728,-168.0616
1374,Seward Peninsula Inupiaq (Little Diomede Island),inuit de la Península Seward (i. Diómedes menor),United States of America,USA,Critically endangered,2144.0,65.755,-168.9167
1375,Seward Peninsula Inupiaq (Norton Sound),inuit de la Península Seward (estrecho de Norton),United States of America,USA,Critically endangered,2144.0,64.5433,-163.029
1933,Katukína-Kanamarí,canamarí,Brazil,BRA,Vulnerable,2100.0,-5.6159,-68.7304
233,Tiwi,tiví,Australia,AUS,Vulnerable,2100.0,-11.6091,130.8911
564,Zaozou,zaozou,China,CHN,Vulnerable,2100.0,26.1554,99.2944
1883,Ngäbere (Costa Rica),guaymí (Costa Rica),Costa Rica,CRI,Definitely endangered,2041.0,8.4723,-82.9907
1225,Aiton,aitón,India,IND,Severely endangered,2000.0,26.6523,94.2901
166,Anindilyakwa,anindilyakwa,Australia,AUS,Vulnerable,2000.0,-13.9987,136.582
1936,Apurinã,apurinã,Brazil,BRA,Definitely endangered,2000.0,-5.4847,-63.8964
168,Arrernte,aranda,Australia,AUS,Vulnerable,2000.0,-24.1668,132.0996
281,Ashkun,askún,Afghanistan,AFG,Definitely endangered,2000.0,34.9973,71.0746
2167,Ata,ata,Philippines,PHL,Critically endangered,2000.0,9.6081,122.9155
961,Athpahariya,atpariya,Nepal,NPL,Definitely endangered,2000.0,26.952,87.3399
1905,Ava-Guaraní,avá-guaraní,Argentina,ARG,Definitely endangered,2000.0,-23.1403,-64.3359
81,Bayso,bayso,Ethiopia,ETH,Definitely endangered,2000.0,6.4081,37.749
1214,Birhor,birhor,India,IND,Critically endangered,2000.0,21.7594,85.935
2277,Boano,boano,Indonesia,IDN,Vulnerable,2000.0,0.4724,120.9979
984,Bori,bori,"China, India","CHN, IND",Definitely endangered,2000.0,28.9889,94.4439
525,Chepya,chepya,Lao People's Democratic Republic,LAO,Definitely endangered,2000.0,21.3833,101.8166
1846,Chilisso,chiliss,Pakistan,PAK,Severely endangered,2000.0,35.2136,73.2396
1798,Culina (Brazil),culina (Brasil),Brazil,BRA,Vulnerable,2000.0,-7.1008,-68.7744
1910,Damana,malayo,Colombia,COL,Definitely endangered,2000.0,10.9196,-73.4985
1388,Duguza,duguza,Nigeria,NGA,Definitely endangered,2000.0,9.9039,9.1186
1711,Galibi Marworno,caribe-marworno,Brazil,BRA,Vulnerable,2000.0,3.4256,-52.0312
80,Gats'ama - Ganjule - Harro,gatsama - ganjule - harro,Ethiopia,ETH,Definitely endangered,2000.0,5.9548,37.5292
2333,Gebe,gebe,Indonesia,IDN,Vulnerable,2000.0,-0.1922,129.5397
1290,Ghadames,gadamés,Libyan Arab Jamahiriya,LBY,Vulnerable,2000.0,30.1166,9.5251
1339,Griko (Calabria),griko calabrés,Italy,ITA,Severely endangered,2000.0,37.9961,15.9329
604,Huilliche,huilliche,Chile,CHL,Critically endangered,2000.0,-40.4803,-73.5424
107,Ik,ik,Uganda,UGA,Severely endangered,2000.0,3.5024,34.1894
1183,Jangshung,yansún,India,IND,Definitely endangered,2000.0,31.7748,78.4753
1033,Jero,yerún,Nepal,NPL,Vulnerable,2000.0,27.2241,86.3909
597,Kari'ña (French Guyana),galibi (Guayana Francesa),French Guiana (France),GUF,Definitely endangered,2000.0,5.5066,-53.6572
675,Khamnigan Mongol,mongol jamnigan,"China, Mongolia, Russian Federation","CHN, MNG, RUS",Definitely endangered,2000.0,50.3454,114.1094
1390,Kona,jukun kona,Nigeria,NGA,Severely endangered,2000.0,9.0587,11.2829
2051,Koreguaje,coreguaje,Colombia,COL,Definitely endangered,2000.0,1.0,-75.0
484,Koryak,coriaco,Russian Federation,RUS,Severely endangered,2000.0,61.8561,168.6621
1573,Kota,cota,India,IND,Critically endangered,2000.0,11.4154,76.8576
61,Logorik,logori,Sudan,SDN,Critically endangered,2000.0,11.1433,29.8306
386,Lule Saami,saamí de Lule,"Norway, Sweden","NOR, SWE",Severely endangered,2000.0,67.272,17.7978
1197,Luro,teressa,India,IND,Critically endangered,2000.0,7.915,93.3837
1633,Mambai,mambai,Chad,TCD,Severely endangered,2000.0,9.6007,14.0899
1192,Milang,milang,India,IND,Definitely endangered,2000.0,28.488,95.2954
632,Mocoví,mocoví,Argentina,ARG,Definitely endangered,2000.0,-27.6056,-59.7656
2555,Momuna,momuna,Indonesia,IDN,Vulnerable,2000.0,-5.0,139.0
545,Mpi,mpi,Thailand,THA,Definitely endangered,2000.0,18.2554,100.2227
2412,Muda,muda,China,CHN,Vulnerable,2000.0,21.8421,100.6851
1851,Munji,munyí,Afghanistan,AFG,Severely endangered,2000.0,36.0379,70.6723
2247,Nguon,nguôn,Viet Nam,VNM,Vulnerable,2000.0,17.5333,105.3833
